CustomerID,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Customer Segment
3344,1055,93003,34.279221,-119.221437,0,0,1,0,9,1,0,0,2,2,2,2,0,0,0,0,3,65,663.05,1,1,76,3983,5,At Risk
682,795,93041,34.110124,-119.100972,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20,137.6,1,1,100,4479,5,At Risk
3177,981,93067,34.420998,-119.60137,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,4547.25,1,1,96,5059,3,At Risk
3597,899,93101,34.419203,-119.710008,1,1,1,0,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,4687.9,1,1,65,2728,3,Dormant
5123,899,93110,34.437945,-119.77191,0,0,1,0,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6985.65,1,1,89,5720,2,At Risk
3468,15,93201,35.869626,-119.498771,1,1,1,0,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,5794.65,1,1,91,6268,4,At Risk
110,38,93202,36.315979,-119.710852,1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,855.3,1,1,75,3573,5,Dormant
3195,50,93204,35.916943,-120.129921,0,0,1,0,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2499.3,1,1,65,2152,7,Dormant
663,98,93205,35.523991,-118.400432,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.55,89.55,1,1,99,4996,2,At Risk
1114,143,93208,36.057458,-118.591951,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1899.65,1,1,84,5604,2,At Risk
606,204,93210,36.186867,-120.387793,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,1,1,95,2295,4,At Risk
4000,253,93215,35.772244,-119.209689,0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.5,161.5,1,1,80,2065,4,At Risk
6745,283,93219,35.858054,-119.305858,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.55,222.3,1,1,87,2876,4,At Risk
1360,313,93221,36.301689,-119.018233,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,74.6,1,1,94,3860,5,At Risk
2918,322,93224,35.215731,-119.57013,0,1,0,0,8,1,0,2,1,1,1,1,1,1,0,0,2,19.65,164.3,1,1,83,5432,5,At Risk
3113,443,93234,36.217864,-120.080117,1,0,1,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.85,35.9,1,1,68,2362,5,Dormant
4007,477,93238,35.852892,-118.397782,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,96.05,1,1,93,2038,3,At Risk
5337,531,93244,36.462671,-118.997291,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,145.15,1,1,80,2323,3,At Risk
2711,538,93247,36.205465,-119.085807,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,191.05,1,1,78,2864,2,At Risk
2292,590,93252,34.737031,-119.460557,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,75.05,1,1,78,4838,4,At Risk
559,715,93255,35.676978,-118.101378,1,1,0,0,52,0,1,0,0,2,0,0,2,2,0,1,2,49.15,2550.9,1,1,90,5597,5,At Risk
557,800,93260,35.861928,-118.636698,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,62.25,1,1,65,3146,3,Dormant
998,924,93263,35.490705,-119.286833,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80,80,1,1,88,2046,2,At Risk
40,1014,93272,36.047414,-119.344304,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,49.25,91.1,1,1,89,3475,2,At Risk
1565,1111,93285,35.690535,-118.552784,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.1,270.7,1,1,69,4965,4,Dormant
4170,1061,93292,36.37559,-119.211689,1,0,1,0,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,168.15,1,1,86,3273,4,At Risk
5075,56,93311,35.16207,-119.194488,0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,2015.35,1,1,85,4535,4,At Risk
